Team,Driver,Stint,Compound,TyreLife,round,year
Haas F1 Team,MSC,3,HARD,35.0,12,2022
McLaren,NOR,1,MEDIUM,18.0,12,2022
McLaren,NOR,2,HARD,35.0,12,2022
McLaren,RIC,1,MEDIUM,18.0,12,2022
McLaren,RIC,2,HARD,35.0,12,2022
Mercedes,HAM,1,MEDIUM,18.0,12,2022
Mercedes,HAM,2,HARD,35.0,12,2022
Mercedes,RUS,1,MEDIUM,18.0,12,2022
Mercedes,RUS,2,HARD,36.0,12,2022
Red Bull Racing,PER,1,MEDIUM,18.0,12,2022
Red Bull Racing,PER,2,HARD,35.0,12,2022
Red Bull Racing,VER,1,MEDIUM,16.0,12,2022
Red Bull Racing,VER,2,HARD,37.0,12,2022
Williams,ALB,1,MEDIUM,18.0,12,2022
Williams,ALB,2,HARD,35.0,12,2022
Williams,LAT,1,MEDIUM,19.0,12,2022
Williams,LAT,2,HARD,19.0,12,2022
Williams,LAT,3,MEDIUM,3.0,12,2022
Alfa Romeo,BOT,1,MEDIUM,26.0,13,2022
Alfa Romeo,BOT,2,HARD,39.0,13,2022
Alfa Romeo,ZHO,1,MEDIUM,27.0,13,2022
Alfa Romeo,ZHO,2,HARD,24.0,13,2022
Alfa Romeo,ZHO,3,SOFT,18.0,13,2022
AlphaTauri,GAS,2,SOFT,16.0,13,2022
AlphaTauri,GAS,3,MEDIUM,,13,2022
AlphaTauri,GAS,4,SOFT,23.0,13,2022
AlphaTauri,TSU,1,SOFT,13.0,13,2022
AlphaTauri,TSU,2,MEDIUM,20.0,13,2022
AlphaTauri,TSU,3,SOFT,18.0,13,2022
AlphaTauri,TSU,4,SOFT,20.0,13,2022
Alpine,ALO,1,MEDIUM,21.0,13,2022
Alpine,ALO,2,HARD,48.0,13,2022
Alpine,OCO,1,MEDIUM,23.0,13,2022
Alpine,OCO,2,HARD,46.0,13,2022
Aston Martin,STR,1,SOFT,17.0,13,2022
Aston Martin,STR,2,MEDIUM,33.0,13,2022
Aston Martin,STR,3,SOFT,23.0,13,2022
Aston Martin,VET,1,SOFT,15.0,13,2022
Aston Martin,VET,2,MEDIUM,32.0,13,2022
Aston Martin,VET,3,MEDIUM,23.0,13,2022
Ferrari,LEC,1,MEDIUM,21.0,13,2022
Ferrari,LEC,2,MEDIUM,18.0,13,2022
Ferrari,LEC,3,HARD,15.0,13,2022
Ferrari,LEC,4,SOFT,19.0,13,2022
Ferrari,SAI,1,MEDIUM,17.0,13,2022
Ferrari,SAI,2,MEDIUM,30.0,13,2022
Ferrari,SAI,3,SOFT,26.0,13,2022
Haas F1 Team,MAG,1,MEDIUM,6.0,13,2022
Haas F1 Team,MAG,2,HARD,29.0,13,2022
Haas F1 Team,MAG,3,MEDIUM,32.0,13,2022
Haas F1 Team,MAG,4,SOFT,2.0,13,2022
Haas F1 Team,MSC,1,MEDIUM,21.0,13,2022
Haas F1 Team,MSC,2,HARD,20.0,13,2022
Haas F1 Team,MSC,3,MEDIUM,28.0,13,2022
McLaren,NOR,1,SOFT,17.0,13,2022
McLaren,NOR,2,MEDIUM,28.0,13,2022
McLaren,NOR,3,HARD,28.0,13,2022
McLaren,RIC,1,SOFT,17.0,13,2022
McLaren,RIC,2,MEDIUM,31.0,13,2022
McLaren,RIC,3,HARD,23.0,13,2022
Mercedes,HAM,1,MEDIUM,19.0,13,2022
Mercedes,HAM,2,MEDIUM,32.0,13,2022
Mercedes,HAM,3,SOFT,21.0,13,2022
Mercedes,RUS,1,SOFT,19.0,13,2022
Mercedes,RUS,2,MEDIUM,,13,2022
Mercedes,RUS,3,MEDIUM,31.0,13,2022
Red Bull Racing,PER,1,SOFT,18.0,13,2022
Red Bull Racing,PER,2,MEDIUM,24.0,13,2022
Red Bull Racing,PER,3,MEDIUM,28.0,13,2022
Red Bull Racing,VER,1,SOFT,17.0,13,2022
Red Bull Racing,VER,2,MEDIUM,,13,2022
Red Bull Racing,VER,3,MEDIUM,32.0,13,2022
Williams,ALB,1,SOFT,2.0,13,2022
Williams,ALB,2,MEDIUM,19.0,13,2022
Williams,ALB,3,MEDIUM,,13,2022
Williams,ALB,4,SOFT,29.0,13,2022
Williams,LAT,1,MEDIUM,18.0,13,2022
Williams,LAT,2,MEDIUM,21.0,13,2022
Williams,LAT,3,SOFT,17.0,13,2022
Williams,LAT,4,SOFT,13.0,13,2022
Alfa Romeo,BOT,1.0,SOFT,1.0,14,2022
Alfa Romeo,ZHO,1.0,MEDIUM,14.0,14,2022
Alfa Romeo,ZHO,2.0,MEDIUM,14.0,14,2022
Alfa Romeo,ZHO,3.0,SOFT,16.0,14,2022
AlphaTauri,GAS,2.0,MEDIUM,10.0,14,2022
AlphaTauri,GAS,3.0,HARD,12.0,14,2022
AlphaTauri,GAS,4.0,MEDIUM,22.0,14,2022
AlphaTauri,TSU,2.0,HARD,18.0,14,2022
AlphaTauri,TSU,3.0,MEDIUM,12.0,14,2022
AlphaTauri,TSU,4.0,MEDIUM,14.0,14,2022
Alpine,ALO,1.0,MEDIUM,11.0,14,2022
Alpine,ALO,2.0,MEDIUM,14.0,14,2022
Alpine,ALO,3.0,HARD,19.0,14,2022
Alpine,OCO,1.0,MEDIUM,12.0,14,2022
Alpine,OCO,2.0,HARD,20.0,14,2022
Alpine,OCO,3.0,MEDIUM,12.0,14,2022
Aston Martin,STR,1.0,MEDIUM,16.0,14,2022
Aston Martin,STR,2.0,MEDIUM,12.0,14,2022
Aston Martin,STR,3.0,HARD,,14,2022
Aston Martin,VET,1.0,MEDIUM,15.0,14,2022
Aston Martin,VET,2.0,HARD,,14,2022
Aston Martin,VET,3.0,MEDIUM,12.0,14,2022
Ferrari,LEC,1.0,SOFT,3.0,14,2022
Ferrari,LEC,2.0,MEDIUM,22.0,14,2022
Ferrari,LEC,3.0,MEDIUM,17.0,14,2022
Ferrari,LEC,4.0,SOFT,5.0,14,2022
Ferrari,SAI,1.0,SOFT,13.0,14,2022
Ferrari,SAI,2.0,MEDIUM,14.0,14,2022
Ferrari,SAI,3.0,HARD,19.0,14,2022
Haas F1 Team,MAG,1.0,MEDIUM,11.0,14,2022
Haas F1 Team,MAG,2.0,HARD,16.0,14,2022
Haas F1 Team,MAG,3.0,MEDIUM,,14,2022
Haas F1 Team,MSC,1.0,MEDIUM,14.0,14,2022
Haas F1 Team,MSC,2.0,HARD,16.0,14,2022
Haas F1 Team,MSC,3.0,MEDIUM,13.0,14,2022
McLaren,NOR,1.0,MEDIUM,13.0,14,2022
McLaren,NOR,2.0,HARD,16.0,14,2022
McLaren,NOR,3.0,MEDIUM,15.0,14,2022
McLaren,RIC,1.0,MEDIUM,12.0,14,2022
McLaren,RIC,2.0,HARD,20.0,14,2022
McLaren,RIC,3.0,MEDIUM,12.0,14,2022
Mercedes,HAM,1.0,MEDIUM,1.0,14,2022
Mercedes,RUS,1.0,MEDIUM,13.0,14,2022
Mercedes,RUS,2.0,MEDIUM,16.0,14,2022
Mercedes,RUS,3.0,HARD,,14,2022
Red Bull Racing,PER,1.0,MEDIUM,14.0,14,2022
Red Bull Racing,PER,2.0,MEDIUM,13.0,14,2022
Red Bull Racing,PER,3.0,HARD,17.0,14,2022
Red Bull Racing,VER,1.0,SOFT,15.0,14,2022
Red Bull Racing,VER,2.0,MEDIUM,15.0,14,2022
Red Bull Racing,VER,3.0,MEDIUM,14.0,14,2022
Williams,ALB,1.0,MEDIUM,10.0,14,2022
Williams,ALB,2.0,HARD,16.0,14,2022
Williams,ALB,3.0,MEDIUM,18.0,14,2022
Williams,LAT,1.0,MEDIUM,3.0,14,2022
Williams,LAT,2.0,MEDIUM,13.0,14,2022
Williams,LAT,3.0,HARD,19.0,14,2022
Williams,LAT,4.0,SOFT,9.0,14,2022
Alfa Romeo,BOT,1,SOFT,16.0,15,2022
Alfa Romeo,BOT,2,SOFT,18.0,15,2022
Alfa Romeo,BOT,3,MEDIUM,,15,2022
Alfa Romeo,ZHO,1,SOFT,12.0,15,2022
Alfa Romeo,ZHO,2,SOFT,28.0,15,2022
Alfa Romeo,ZHO,3,MEDIUM,18.0,15,2022
Alfa Romeo,ZHO,4,SOFT,4.0,15,2022
Alfa Romeo,ZHO,5,SOFT,20.0,15,2022
AlphaTauri,GAS,1,SOFT,14.0,15,2022
AlphaTauri,GAS,2,MEDIUM,22.0,15,2022
AlphaTauri,GAS,3,HARD,25.0,15,2022
AlphaTauri,GAS,4,SOFT,1.0,15,2022
AlphaTauri,GAS,5,SOFT,16.0,15,2022
AlphaTauri,TSU,1,SOFT,16.0,15,2022
AlphaTauri,TSU,2,MEDIUM,30.0,15,2022
AlphaTauri,TSU,3,HARD,2.0,15,2022
Alpine,ALO,1,SOFT,12.0,15,2022
Alpine,ALO,2,HARD,35.0,15,2022
Alpine,ALO,3,SOFT,10.0,15,2022
Alpine,ALO,4,SOFT,25.0,15,2022
Alpine,OCO,1,SOFT,18.0,15,2022
Alpine,OCO,2,HARD,38.0,15,2022
Alpine,OCO,3,SOFT,4.0,15,2022
Alpine,OCO,4,SOFT,19.0,15,2022
Aston Martin,STR,1,SOFT,16.0,15,2022
Aston Martin,STR,2,MEDIUM,23.0,15,2022
Aston Martin,STR,3,HARD,19.0,15,2022
Aston Martin,STR,4,SOFT,4.0,15,2022
Aston Martin,STR,5,SOFT,19.0,15,2022
Aston Martin,VET,1,SOFT,9.0,15,2022
Aston Martin,VET,2,MEDIUM,27.0,15,2022
Aston Martin,VET,3,HARD,14.0,15,2022
Aston Martin,VET,4,SOFT,,15,2022
Aston Martin,VET,5,SOFT,24.0,15,2022
Ferrari,LEC,1,SOFT,20.0,15,2022
Ferrari,LEC,2,MEDIUM,28.0,15,2022
Ferrari,LEC,3,HARD,11.0,15,2022
Ferrari,LEC,4,SOFT,4.0,15,2022
Ferrari,LEC,5,SOFT,19.0,15,2022
Ferrari,SAI,1,SOFT,17.0,15,2022
Ferrari,SAI,2,MEDIUM,29.0,15,2022
Ferrari,SAI,3,HARD,14.0,15,2022
Ferrari,SAI,4,SOFT,18.0,15,2022
Haas F1 Team,MAG,1,MEDIUM,14.0,15,2022
Haas F1 Team,MAG,2,MEDIUM,20.0,15,2022
Haas F1 Team,MAG,3,HARD,13.0,15,2022
Haas F1 Team,MAG,4,SOFT,12.0,15,2022
Haas F1 Team,MAG,5,SOFT,28.0,15,2022
Haas F1 Team,MSC,1,MEDIUM,13.0,15,2022
Haas F1 Team,MSC,2,MEDIUM,20.0,15,2022
Haas F1 Team,MSC,3,HARD,14.0,15,2022
Haas F1 Team,MSC,4,SOFT,11.0,15,2022
Haas F1 Team,MSC,5,SOFT,27.0,15,2022
McLaren,NOR,1,MEDIUM,17.0,15,2022
McLaren,NOR,2,HARD,30.0,15,2022
McLaren,NOR,3,SOFT,13.0,15,2022
McLaren,NOR,4,SOFT,18.0,15,2022
McLaren,RIC,1,SOFT,11.0,15,2022
McLaren,RIC,2,MEDIUM,,15,2022
McLaren,RIC,3,HARD,20.0,15,2022
McLaren,RIC,4,SOFT,8.0,15,2022
McLaren,RIC,5,SOFT,1.0,15,2022
McLaren,RIC,6,SOFT,17.0,15,2022
Mercedes,HAM,1,MEDIUM,29.0,15,2022
Mercedes,HAM,2,HARD,19.0,15,2022
Mercedes,HAM,3,MEDIUM,9.0,15,2022
Mercedes,HAM,4,MEDIUM,24.0,15,2022
Mercedes,RUS,1,MEDIUM,61.0,15,2022
Mercedes,RUS,1,SOFT,61.0,15,2022
Mercedes,RUS,2,HARD,17.0,15,2022
Mercedes,RUS,3,MEDIUM,9.0,15,2022
Mercedes,RUS,4,SOFT,17.0,15,2022
Red Bull Racing,PER,1,SOFT,19.0,15,2022
Red Bull Racing,PER,2,MEDIUM,26.0,15,2022
Red Bull Racing,PER,3,HARD,16.0,15,2022
Red Bull Racing,PER,4,MEDIUM,,15,2022
Red Bull Racing,PER,5,MEDIUM,16.0,15,2022
Red Bull Racing,VER,1,SOFT,18.0,15,2022
Red Bull Racing,VER,2,MEDIUM,30.0,15,2022
Red Bull Racing,VER,3,HARD,8.0,15,2022
Red Bull Racing,VER,4,SOFT,4.0,15,2022
Red Bull Racing,VER,5,SOFT,19.0,15,2022
Williams,ALB,1,MEDIUM,21.0,15,2022
Williams,ALB,2,MEDIUM,21.0,15,2022
Williams,ALB,3,HARD,13.0,15,2022
Williams,ALB,4,SOFT,1.0,15,2022
Williams,ALB,5,SOFT,17.0,15,2022
Williams,LAT,1,SOFT,13.0,15,2022
Williams,LAT,2,MEDIUM,13.0,15,2022
Williams,LAT,3,HARD,28.0,15,2022
Williams,LAT,4,SOFT,1.0,15,2022
Williams,LAT,5,SOFT,17.0,15,2022
Alfa Romeo,BOT,1,MEDIUM,35.0,16,2022
Alfa Romeo,BOT,2,SOFT,17.0,16,2022
Alfa Romeo,ZHO,1,MEDIUM,18.0,16,2022
Alfa Romeo,ZHO,2,HARD,35.0,16,2022
AlphaTauri,GAS,1,MEDIUM,18.0,16,2022
AlphaTauri,GAS,2,HARD,36.0,16,2022
AlphaTauri,TSU,1,MEDIUM,19.0,16,2022
AlphaTauri,TSU,2,HARD,29.0,16,2022
AlphaTauri,TSU,3,SOFT,5.0,16,2022
Alpine,ALO,1,MEDIUM,31.0,16,2022
Alpine,OCO,1,SOFT,19.0,16,2022
Alpine,OCO,2,HARD,34.0,16,2022
Aston Martin,STR,1,MEDIUM,19.0,16,2022
Aston Martin,STR,2,HARD,22.0,16,2022
Aston Martin,VET,1,MEDIUM,11.0,16,2022
Ferrari,LEC,1,SOFT,12.0,16,2022
Ferrari,LEC,2,MEDIUM,21.0,16,2022
Ferrari,LEC,3,SOFT,15.0,16,2022
Ferrari,LEC,4,SOFT,8.0,16,2022
Ferrari,SAI,1,MEDIUM,30.0,16,2022
Ferrari,SAI,2,SOFT,17.0,16,2022
Ferrari,SAI,3,SOFT,6.0,16,2022
Haas F1 Team,MAG,1,MEDIUM,24.0,16,2022
Haas F1 Team,MAG,2,HARD,22.0,16,2022
Haas F1 Team,MAG,3,SOFT,6.0,16,2022
Haas F1 Team,MSC,1,MEDIUM,33.0,16,2022
Haas F1 Team,MSC,2,SOFT,20.0,16,2022
McLaren,NOR,1,MEDIUM,35.0,16,2022
McLaren,NOR,2,SOFT,14.0,16,2022
McLaren,NOR,3,SOFT,9.0,16,2022
McLaren,RIC,1,MEDIUM,19.0,16,2022
McLaren,RIC,2,HARD,,16,2022
Mercedes,HAM,1,MEDIUM,33.0,16,2022
Mercedes,HAM,2,SOFT,20.0,16,2022
Mercedes,RUS,1,SOFT,23.0,16,2022
Mercedes,RUS,2,HARD,24.0,16,2022
Mercedes,RUS,3,SOFT,9.0,16,2022
Red Bull Racing,PER,1,MEDIUM,7.0,16,2022
Red Bull Racing,PER,2,HARD,35.0,16,2022
Red Bull Racing,PER,3,SOFT,11.0,16,2022
Red Bull Racing,VER,1,SOFT,25.0,16,2022
Red Bull Racing,VER,2,MEDIUM,23.0,16,2022
Red Bull Racing,VER,3,SOFT,5.0,16,2022
Williams,DEV,1,SOFT,19.0,16,2022
Williams,DEV,2,MEDIUM,34.0,16,2022
Williams,LAT,1,MEDIUM,15.0,16,2022
Williams,LAT,2,HARD,32.0,16,2022
Williams,LAT,3,SOFT,5.0,16,2022
Alfa Romeo,BOT,1,INTERMEDIATE,33.0,17,2022
Alfa Romeo,BOT,2,SOFT,26.0,17,2022
Alfa Romeo,ZHO,1,INTERMEDIATE,6.0,17,2022
AlphaTauri,GAS,1,INTERMEDIATE,36.0,17,2022
AlphaTauri,GAS,2,MEDIUM,26.0,17,2022
AlphaTauri,TSU,1,INTERMEDIATE,39.0,17,2022
AlphaTauri,TSU,2,MEDIUM,,17,2022
Alpine,ALO,1,INTERMEDIATE,20.0,17,2022
Alpine,OCO,1,INTERMEDIATE,26.0,17,2022
Aston Martin,STR,1,INTERMEDIATE,35.0,17,2022
Aston Martin,STR,2,MEDIUM,24.0,17,2022
Aston Martin,VET,1,INTERMEDIATE,34.0,17,2022
Aston Martin,VET,2,MEDIUM,25.0,17,2022
Ferrari,LEC,1,INTERMEDIATE,34.0,17,2022
Ferrari,LEC,2,MEDIUM,25.0,17,2022
Ferrari,SAI,1,INTERMEDIATE,35.0,17,2022
Ferrari,SAI,2,MEDIUM,,17,2022
Haas F1 Team,MAG,1,INTERMEDIATE,7.0,17,2022
Haas F1 Team,MAG,2,INTERMEDIATE,29.0,17,2022
Haas F1 Team,MAG,3,MEDIUM,26.0,17,2022
Haas F1 Team,MSC,1,INTERMEDIATE,34.0,17,2022
Haas F1 Team,MSC,2,MEDIUM,7.0,17,2022
Haas F1 Team,MSC,3,SOFT,17.0,17,2022
McLaren,NOR,1,INTERMEDIATE,36.0,17,2022
McLaren,NOR,2,MEDIUM,23.0,17,2022
McLaren,RIC,1,INTERMEDIATE,36.0,17,2022
McLaren,RIC,2,SOFT,23.0,17,2022
Mercedes,HAM,1,INTERMEDIATE,34.0,17,2022
Mercedes,HAM,2,MEDIUM,25.0,17,2022
Mercedes,RUS,2,INTERMEDIATE,21.0,17,2022
Mercedes,RUS,3,MEDIUM,14.0,17,2022
Mercedes,RUS,4,MEDIUM,,17,2022
Mercedes,RUS,5,SOFT,10.0,17,2022
Mercedes,RUS,6,SOFT,6.0,17,2022
Red Bull Racing,PER,1,INTERMEDIATE,35.0,17,2022
Red Bull Racing,PER,2,MEDIUM,24.0,17,2022
Red Bull Racing,VER,1,INTERMEDIATE,35.0,17,2022
Red Bull Racing,VER,2,MEDIUM,5.0,17,2022
Red Bull Racing,VER,3,SOFT,19.0,17,2022
Williams,ALB,1,INTERMEDIATE,25.0,17,2022
Williams,LAT,1,INTERMEDIATE,7.0,17,2022
