year,round,Team,Driver,Compound
2019,16,Renault,RIC,"['SOFT', 'HARD', 'MEDIUM']"
2019,16,Toro Rosso,GAS,"['MEDIUM', 'SOFT']"
2019,16,Toro Rosso,KVY,"['HARD', 'SOFT', 'SOFT']"
2019,16,Williams,KUB,"['MEDIUM', 'HARD', 'MEDIUM']"
2019,16,Williams,RUS,['MEDIUM']
2019,17,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD', 'SOFT']"
2019,17,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'SOFT']"
2019,17,Ferrari,LEC,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']"
2019,17,Ferrari,VET,"['SOFT', 'SOFT', 'MEDIUM']"
2019,17,Haas F1 Team,GRO,"['SOFT', 'HARD']"
2019,17,Haas F1 Team,MAG,"['MEDIUM', 'HARD', 'SOFT']"
2019,17,McLaren,NOR,"['SOFT', 'MEDIUM', 'HARD']"
2019,17,McLaren,SAI,"['SOFT', 'MEDIUM']"
2019,17,Mercedes,BOT,"['SOFT', 'MEDIUM', 'SOFT']"
2019,17,Mercedes,HAM,"['SOFT', 'MEDIUM', 'SOFT']"
2019,17,Racing Point,PER,"['SOFT', 'MEDIUM', 'SOFT']"
2019,17,Racing Point,STR,"['SOFT', 'MEDIUM']"
2019,17,Red Bull Racing,ALB,"['SOFT', 'MEDIUM', 'SOFT']"
2019,17,Red Bull Racing,VER,['SOFT']
2019,17,Renault,HUL,"['SOFT', 'MEDIUM']"
2019,17,Renault,RIC,"['MEDIUM', 'SOFT']"
2019,17,Toro Rosso,GAS,"['SOFT', 'MEDIUM']"
2019,17,Toro Rosso,KVY,"['SOFT', 'MEDIUM']"
2019,17,Williams,KUB,"['MEDIUM', 'HARD', 'MEDIUM']"
2019,17,Williams,RUS,"['MEDIUM', 'HARD']"
2019,18,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD']"
2019,18,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'MEDIUM']"
2019,18,Ferrari,LEC,"['MEDIUM', 'MEDIUM', 'HARD']"
2019,18,Ferrari,VET,"['MEDIUM', 'HARD']"
2019,18,Haas F1 Team,GRO,"['MEDIUM', 'HARD']"
2019,18,Haas F1 Team,MAG,"['MEDIUM', 'HARD']"
2019,18,McLaren,NOR,"['SOFT', 'HARD']"
2019,18,McLaren,SAI,"['SOFT', 'HARD', 'MEDIUM']"
2019,18,Mercedes,BOT,"['MEDIUM', 'HARD']"
2019,18,Mercedes,HAM,"['MEDIUM', 'HARD']"
2019,18,Racing Point,PER,"['MEDIUM', 'HARD']"
2019,18,Racing Point,STR,"['MEDIUM', 'HARD']"
2019,18,Red Bull Racing,ALB,"['MEDIUM', 'MEDIUM', 'HARD']"
2019,18,Red Bull Racing,VER,"['MEDIUM', 'HARD']"
2019,18,Renault,HUL,"['MEDIUM', 'HARD']"
2019,18,Renault,RIC,"['HARD', 'MEDIUM']"
2019,18,Toro Rosso,GAS,"['SOFT', 'HARD', 'MEDIUM']"
2019,18,Toro Rosso,KVY,"['SOFT', 'HARD', 'MEDIUM']"
2019,18,Williams,KUB,"['MEDIUM', 'HARD', 'MEDIUM']"
2019,18,Williams,RUS,"['MEDIUM', 'HARD']"
2019,19,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD', 'SOFT']"
2019,19,Alfa Romeo Racing,RAI,"['SOFT', 'HARD', 'SOFT']"
2019,19,Ferrari,LEC,"['MEDIUM', 'HARD', 'SOFT']"
2019,19,Ferrari,VET,['MEDIUM']
2019,19,Haas F1 Team,GRO,"['MEDIUM', 'HARD']"
2019,19,Haas F1 Team,MAG,"['MEDIUM', 'HARD', 'SOFT']"
2019,19,McLaren,NOR,"['SOFT', 'HARD', 'MEDIUM']"
2019,19,McLaren,SAI,"['SOFT', 'HARD']"
2019,19,Mercedes,BOT,"['MEDIUM', 'HARD', 'MEDIUM']"
2019,19,Mercedes,HAM,"['MEDIUM', 'HARD']"
2019,19,Racing Point,PER,"['MEDIUM', 'HARD']"
2019,19,Racing Point,STR,"['MEDIUM', 'HARD', 'SOFT']"
2019,19,Red Bull Racing,ALB,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']"
2019,19,Red Bull Racing,VER,"['MEDIUM', 'HARD', 'MEDIUM']"
2019,19,Renault,HUL,"['HARD', 'MEDIUM', 'SOFT']"
2019,19,Renault,RIC,"['SOFT', 'HARD']"
2019,19,Toro Rosso,GAS,"['SOFT', 'HARD', 'SOFT']"
2019,19,Toro Rosso,KVY,"['HARD', 'MEDIUM', 'SOFT']"
2019,19,Williams,KUB,"['MEDIUM', 'HARD']"
2019,19,Williams,RUS,"['MEDIUM', 'HARD', 'SOFT']"
2019,20,Alfa Romeo Racing,GIO,"['SOFT', 'MEDIUM', 'SOFT']"
2019,20,Alfa Romeo Racing,RAI,"['SOFT', 'MEDIUM', 'SOFT']"
2019,20,Ferrari,LEC,"['MEDIUM', 'HARD', 'SOFT']"
2019,20,Ferrari,VET,"['SOFT', 'MEDIUM', 'SOFT']"
2019,20,Haas F1 Team,GRO,"['SOFT', 'MEDIUM', 'SOFT']"
2019,20,Haas F1 Team,MAG,"['SOFT', 'MEDIUM', 'SOFT']"
2019,20,McLaren,NOR,"['SOFT', 'HARD', 'MEDIUM']"
2019,20,McLaren,SAI,"['SOFT', 'MEDIUM']"
2019,20,Mercedes,BOT,"['SOFT', 'HARD', 'MEDIUM']"
2019,20,Mercedes,HAM,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']"
2019,20,Racing Point,PER,"['SOFT', 'MEDIUM', 'SOFT']"
2019,20,Racing Point,STR,"['SOFT', 'MEDIUM', 'SOFT']"
2019,20,Red Bull Racing,ALB,"['SOFT', 'MEDIUM', 'SOFT']"
2019,20,Red Bull Racing,VER,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']"
2019,20,Renault,HUL,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']"
2019,20,Renault,RIC,"['MEDIUM', 'SOFT', 'SOFT']"
2019,20,Toro Rosso,GAS,"['SOFT', 'MEDIUM', 'SOFT']"
2019,20,Toro Rosso,KVY,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']"
2019,20,Williams,KUB,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']"
2019,20,Williams,RUS,"['MEDIUM', 'MEDIUM', 'SOFT', 'SOFT']"
2019,21,Alfa Romeo Racing,GIO,"['SOFT', 'HARD', 'MEDIUM']"
2019,21,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD']"
2019,21,Ferrari,LEC,"['MEDIUM', 'HARD', 'SOFT']"
2019,21,Ferrari,VET,"['SOFT', 'HARD', 'MEDIUM']"
2019,21,Haas F1 Team,GRO,"['MEDIUM', 'HARD']"
2019,21,Haas F1 Team,MAG,"['MEDIUM', 'HARD']"
2019,21,McLaren,NOR,"['SOFT', 'HARD']"
2019,21,McLaren,SAI,"['SOFT', 'HARD', 'MEDIUM']"
2019,21,Mercedes,BOT,"['MEDIUM', 'HARD']"
2019,21,Mercedes,HAM,"['MEDIUM', 'HARD']"
2019,21,Racing Point,PER,"['MEDIUM', 'HARD']"
2019,21,Racing Point,STR,"['MEDIUM', 'HARD', 'SOFT']"
2019,21,Red Bull Racing,ALB,"['MEDIUM', 'HARD']"
2019,21,Red Bull Racing,VER,"['MEDIUM', 'HARD']"
2019,21,Renault,HUL,"['SOFT', 'MEDIUM']"
2019,21,Renault,RIC,"['SOFT', 'HARD', 'SOFT']"
2019,21,Toro Rosso,GAS,"['MEDIUM', 'HARD']"
2019,21,Toro Rosso,KVY,"['HARD', 'MEDIUM']"
2019,21,Williams,KUB,"['HARD', 'MEDIUM']"
2019,21,Williams,RUS,"['HARD', 'MEDIUM']"
2020,1,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']"
2020,1,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'SOFT', 'UNKNOWN']"
2020,1,AlphaTauri,GAS,"['MEDIUM', 'HARD', 'HARD']"
2020,1,AlphaTauri,KVY,"['MEDIUM', 'HARD', 'SOFT', 'SOFT', 'UNKNOWN']"
2020,1,Ferrari,LEC,"['SOFT', 'HARD', 'MEDIUM', 'MEDIUM', 'UNKNOWN']"
2020,1,Ferrari,VET,"['MEDIUM', 'HARD', 'SOFT', 'SOFT', 'UNKNOWN']"
2020,1,Haas F1 Team,GRO,"['MEDIUM', 'HARD', 'UNKNOWN']"
2020,1,Haas F1 Team,MAG,['MEDIUM']
2020,1,McLaren,NOR,"['SOFT', 'HARD', 'MEDIUM', 'MEDIUM']"
2020,1,McLaren,SAI,"['SOFT', 'HARD', 'MEDIUM', 'MEDIUM']"
2020,1,Mercedes,BOT,"['SOFT', 'HARD', 'HARD']"
2020,1,Mercedes,HAM,"['SOFT', 'HARD', 'HARD']"
2020,1,Racing Point,PER,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,1,Racing Point,STR,['SOFT']
2020,1,Red Bull Racing,ALB,"['SOFT', 'HARD', 'SOFT', 'SOFT']"
2020,1,Red Bull Racing,VER,['MEDIUM']
2020,1,Renault,OCO,"['MEDIUM', 'HARD', 'HARD', 'UNKNOWN']"
2020,1,Renault,RIC,['SOFT']
2020,1,Williams,LAT,"['MEDIUM', 'HARD', 'MEDIUM', 'HARD', 'UNKNOWN', 'SOFT', 'UNKNOWN']"
2020,1,Williams,RUS,"['MEDIUM', 'HARD', 'UNKNOWN']"
2020,2,McLaren,SAI,"['SOFT', 'MEDIUM', 'SOFT']"
2020,3,Alfa Romeo Racing,GIO,"['INTERMEDIATE', 'SOFT', 'MEDIUM', 'HARD']"
2020,3,Alfa Romeo Racing,RAI,"['INTERMEDIATE', 'MEDIUM', 'HARD']"
2020,3,AlphaTauri,GAS,"['INTERMEDIATE', 'SOFT']"
2020,3,AlphaTauri,KVY,"['INTERMEDIATE', 'SOFT', 'HARD']"
2020,3,Ferrari,LEC,"['INTERMEDIATE', 'SOFT', 'HARD']"
2020,3,Ferrari,VET,"['INTERMEDIATE', 'MEDIUM', 'HARD']"
2020,3,Haas F1 Team,GRO,"['INTERMEDIATE', 'MEDIUM', 'HARD']"
2020,3,Haas F1 Team,MAG,"['MEDIUM', 'UNKNOWN', 'WET', 'HARD', 'UNKNOWN']"
2020,3,McLaren,NOR,"['INTERMEDIATE', 'MEDIUM', 'HARD']"
2020,3,McLaren,SAI,"['INTERMEDIATE', 'MEDIUM', 'HARD']"
2020,3,Mercedes,BOT,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'HARD']"
2020,3,Mercedes,HAM,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'SOFT']"
2020,3,Racing Point,PER,"['INTERMEDIATE', 'MEDIUM', 'HARD']"
2020,3,Racing Point,STR,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'HARD']"
2020,3,Red Bull Racing,ALB,"['INTERMEDIATE', 'MEDIUM', 'HARD']"
2020,3,Red Bull Racing,VER,"['INTERMEDIATE', 'MEDIUM', 'HARD']"
2020,3,Renault,RIC,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM']"
2020,3,Williams,LAT,"['INTERMEDIATE', 'SOFT', 'MEDIUM', 'MEDIUM', 'UNKNOWN', 'SOFT', 'HARD']"
2020,3,Williams,RUS,"['INTERMEDIATE', 'SOFT', 'MEDIUM', 'MEDIUM']"
2020,4,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD']"
2020,4,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'SOFT']"
2020,4,AlphaTauri,GAS,"['MEDIUM', 'HARD']"
2020,4,AlphaTauri,KVY,['MEDIUM']
2020,4,Ferrari,LEC,"['MEDIUM', 'HARD']"
2020,4,Ferrari,VET,"['SOFT', 'HARD']"
2020,4,Haas F1 Team,GRO,"['MEDIUM', 'HARD']"
2020,4,Haas F1 Team,MAG,['MEDIUM']
2020,4,McLaren,NOR,"['SOFT', 'HARD']"
2020,4,McLaren,SAI,"['SOFT', 'HARD', 'MEDIUM']"
2020,4,Mercedes,BOT,"['MEDIUM', 'HARD', 'SOFT']"
2020,4,Mercedes,HAM,"['MEDIUM', 'HARD']"
2020,4,Racing Point,HUL,['HARD']
2020,4,Racing Point,STR,"['MEDIUM', 'HARD']"
2020,4,Red Bull Racing,ALB,"['MEDIUM', 'HARD', 'MEDIUM']"
2020,4,Red Bull Racing,VER,"['MEDIUM', 'HARD', 'SOFT']"
2020,4,Renault,OCO,"['SOFT', 'HARD']"
2020,4,Renault,RIC,"['SOFT', 'HARD']"
2020,4,Williams,LAT,"['MEDIUM', 'HARD']"
2020,4,Williams,RUS,"['MEDIUM', 'HARD']"
2020,5,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD', 'MEDIUM']"
2020,5,Alfa Romeo Racing,RAI,"['HARD', 'MEDIUM']"
2020,5,AlphaTauri,GAS,"['MEDIUM', 'HARD', 'HARD']"
2020,5,AlphaTauri,KVY,"['HARD', 'HARD', 'UNKNOWN', 'MEDIUM', 'UNKNOWN']"
2020,5,Ferrari,LEC,"['MEDIUM', 'HARD']"
2020,5,Ferrari,VET,"['HARD', 'HARD', 'MEDIUM']"
2020,5,Haas F1 Team,GRO,"['MEDIUM', 'HARD', 'HARD']"
2020,5,Haas F1 Team,MAG,"['MEDIUM', 'HARD', 'HARD']"
2020,5,McLaren,NOR,"['MEDIUM', 'HARD', 'HARD']"
2020,5,McLaren,SAI,"['HARD', 'MEDIUM', 'HARD']"
2020,5,Mercedes,BOT,"['MEDIUM', 'HARD', 'HARD']"
2020,5,Mercedes,HAM,"['MEDIUM', 'HARD', 'HARD']"
2020,5,Racing Point,HUL,"['MEDIUM', 'HARD', 'HARD', 'SOFT']"
2020,5,Racing Point,STR,"['MEDIUM', 'HARD', 'HARD']"
2020,5,Red Bull Racing,ALB,"['MEDIUM', 'HARD', 'HARD']"
2020,5,Red Bull Racing,VER,"['HARD', 'MEDIUM', 'HARD']"
2020,5,Renault,OCO,"['MEDIUM', 'HARD']"
2020,5,Renault,RIC,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']"
2020,5,Williams,LAT,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']"
2020,5,Williams,RUS,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']"
2020,6,Alfa Romeo Racing,GIO,"['MEDIUM', 'MEDIUM', 'SOFT']"
2020,6,Alfa Romeo Racing,RAI,"['MEDIUM', 'MEDIUM', 'SOFT']"
2020,6,AlphaTauri,GAS,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,6,AlphaTauri,KVY,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,6,Ferrari,LEC,"['SOFT', 'MEDIUM']"
2020,6,Ferrari,VET,"['MEDIUM', 'SOFT']"
2020,6,Haas F1 Team,GRO,"['MEDIUM', 'SOFT', 'SOFT']"
2020,6,Haas F1 Team,MAG,"['SOFT', 'MEDIUM']"
2020,6,McLaren,NOR,"['SOFT', 'SOFT', 'MEDIUM']"
2020,6,McLaren,SAI,"['SOFT', 'SOFT', 'MEDIUM']"
2020,6,Mercedes,BOT,"['SOFT', 'MEDIUM', 'SOFT', 'MEDIUM']"
2020,6,Mercedes,HAM,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,6,Racing Point,PER,"['SOFT', 'MEDIUM']"
2020,6,Racing Point,STR,"['SOFT', 'MEDIUM', 'SOFT']"
2020,6,Red Bull Racing,ALB,"['SOFT', 'HARD', 'MEDIUM']"
2020,6,Red Bull Racing,VER,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,6,Renault,OCO,"['MEDIUM', 'SOFT']"
2020,6,Renault,RIC,"['MEDIUM', 'SOFT']"
2020,6,Williams,LAT,"['MEDIUM', 'MEDIUM', 'UNKNOWN', 'SOFT']"
2020,6,Williams,RUS,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,7,Alfa Romeo Racing,GIO,['MEDIUM']
2020,7,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD']"
2020,7,AlphaTauri,GAS,"['HARD', 'MEDIUM']"
2020,7,AlphaTauri,KVY,"['MEDIUM', 'HARD']"
2020,7,Ferrari,LEC,"['SOFT', 'HARD', 'MEDIUM']"
2020,7,Ferrari,VET,"['MEDIUM', 'HARD']"
2020,7,Haas F1 Team,GRO,"['MEDIUM', 'HARD']"
2020,7,Haas F1 Team,MAG,"['MEDIUM', 'HARD', 'SOFT']"
2020,7,McLaren,NOR,"['SOFT', 'HARD']"
2020,7,McLaren,SAI,['SOFT']
2020,7,Mercedes,BOT,"['MEDIUM', 'HARD']"
2020,7,Mercedes,HAM,"['MEDIUM', 'HARD']"
2020,7,Racing Point,PER,"['SOFT', 'HARD']"
2020,7,Racing Point,STR,"['SOFT', 'HARD']"
2020,7,Red Bull Racing,ALB,"['SOFT', 'MEDIUM']"
2020,7,Red Bull Racing,VER,"['MEDIUM', 'HARD']"
2020,7,Renault,OCO,"['SOFT', 'HARD']"
2020,7,Renault,RIC,"['SOFT', 'HARD']"
2020,7,Williams,LAT,"['MEDIUM', 'HARD', 'MEDIUM']"
2020,7,Williams,RUS,['MEDIUM']
2020,8,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']"
2020,8,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'SOFT']"
2020,8,AlphaTauri,GAS,"['SOFT', 'HARD', 'MEDIUM']"
2020,8,AlphaTauri,KVY,"['HARD', 'MEDIUM', 'MEDIUM']"
2020,8,Ferrari,LEC,"['SOFT', 'HARD', 'HARD']"
2020,8,Ferrari,VET,['HARD']
2020,8,Haas F1 Team,GRO,"['MEDIUM', 'HARD', 'HARD']"
2020,8,Haas F1 Team,MAG,"['MEDIUM', 'HARD']"
2020,8,McLaren,NOR,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,8,McLaren,SAI,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,8,Mercedes,BOT,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,8,Mercedes,HAM,"['SOFT', 'MEDIUM', 'HARD', 'HARD']"
2020,8,Racing Point,PER,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,8,Racing Point,STR,"['SOFT', 'MEDIUM']"
2020,8,Red Bull Racing,ALB,"['SOFT', 'MEDIUM', 'HARD']"
2020,8,Red Bull Racing,VER,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,8,Renault,OCO,"['SOFT', 'MEDIUM', 'SOFT']"
2020,8,Renault,RIC,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,8,Williams,LAT,"['MEDIUM', 'HARD', 'MEDIUM']"
2020,8,Williams,RUS,"['MEDIUM', 'HARD', 'MEDIUM']"
2020,9,Alfa Romeo Racing,GIO,['SOFT']
2020,9,Alfa Romeo Racing,RAI,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']"
2020,9,AlphaTauri,GAS,['SOFT']
2020,9,AlphaTauri,KVY,"['MEDIUM', 'MEDIUM', 'SOFT', 'MEDIUM', 'SOFT', 'SOFT']"
2020,9,Ferrari,LEC,"['SOFT', 'SOFT', 'SOFT', 'HARD', 'MEDIUM', 'SOFT']"
2020,9,Ferrari,VET,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT', 'HARD', 'SOFT', 'SOFT']"
2020,9,Haas F1 Team,GRO,"['MEDIUM', 'HARD', 'SOFT', 'HARD', 'SOFT', 'SOFT']"
2020,9,Haas F1 Team,MAG,['SOFT']
2020,9,McLaren,NOR,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT', 'SOFT']"
2020,9,McLaren,SAI,['SOFT']
2020,9,Mercedes,BOT,"['SOFT', 'SOFT', 'MEDIUM', 'HARD', 'MEDIUM', 'SOFT']"
2020,9,Mercedes,HAM,"['SOFT', 'SOFT', 'MEDIUM', 'HARD', 'MEDIUM', 'SOFT']"
2020,9,Racing Point,PER,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT', 'SOFT']"
2020,9,Racing Point,STR,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM']"
2020,9,Red Bull Racing,ALB,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT', 'SOFT']"
2020,9,Red Bull Racing,VER,['SOFT']
2020,9,Renault,OCO,"['SOFT', 'SOFT']"
2020,9,Renault,RIC,"['SOFT', 'SOFT', 'SOFT', 'MEDIUM', 'SOFT', 'SOFT']"
2020,9,Williams,LAT,['MEDIUM']
2020,9,Williams,RUS,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']"
2020,10,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD']"
2020,10,Alfa Romeo Racing,RAI,"['HARD', 'MEDIUM']"
2020,10,AlphaTauri,GAS,"['SOFT', 'HARD', 'MEDIUM']"
2020,10,AlphaTauri,KVY,"['HARD', 'MEDIUM']"
2020,10,Ferrari,LEC,"['MEDIUM', 'HARD']"
2020,10,Ferrari,VET,"['MEDIUM', 'HARD']"
2020,10,Haas F1 Team,GRO,"['MEDIUM', 'HARD', 'MEDIUM']"
2020,10,Haas F1 Team,MAG,"['MEDIUM', 'HARD']"
2020,10,McLaren,NOR,"['SOFT', 'HARD', 'MEDIUM']"
2020,10,McLaren,SAI,['SOFT']
2020,10,Mercedes,BOT,"['MEDIUM', 'HARD']"
2020,10,Mercedes,HAM,"['SOFT', 'HARD']"
2020,10,Racing Point,PER,"['SOFT', 'HARD']"
2020,10,Racing Point,STR,['MEDIUM']
2020,10,Red Bull Racing,ALB,"['SOFT', 'HARD', 'MEDIUM']"
2020,10,Red Bull Racing,VER,"['MEDIUM', 'HARD']"
2020,10,Renault,OCO,"['SOFT', 'HARD']"
2020,10,Renault,RIC,"['SOFT', 'HARD']"
2020,10,Williams,LAT,"['MEDIUM', 'HARD']"
2020,10,Williams,RUS,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']"
2020,11,Alfa Romeo Racing,GIO,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,11,Alfa Romeo Racing,RAI,"['SOFT', 'MEDIUM', 'SOFT']"
2020,11,AlphaTauri,GAS,"['MEDIUM', 'HARD', 'SOFT']"
2020,11,AlphaTauri,KVY,"['MEDIUM', 'HARD', 'SOFT']"
2020,11,Ferrari,LEC,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,11,Ferrari,VET,"['MEDIUM', 'HARD', 'SOFT']"
2020,11,Haas F1 Team,GRO,"['MEDIUM', 'HARD']"
2020,11,Haas F1 Team,MAG,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,11,McLaren,NOR,"['SOFT', 'MEDIUM']"
2020,11,McLaren,SAI,"['SOFT', 'MEDIUM', 'SOFT']"
2020,11,Mercedes,BOT,"['SOFT', 'MEDIUM']"
2020,11,Mercedes,HAM,"['SOFT', 'MEDIUM', 'SOFT']"
2020,11,Racing Point,HUL,"['SOFT', 'MEDIUM', 'SOFT']"
2020,11,Racing Point,PER,"['SOFT', 'MEDIUM', 'SOFT']"
2020,11,Red Bull Racing,ALB,"['SOFT', 'MEDIUM']"
2020,11,Red Bull Racing,VER,"['SOFT', 'MEDIUM', 'UNKNOWN', 'SOFT']"
2020,11,Renault,OCO,['SOFT']
2020,11,Renault,RIC,"['SOFT', 'MEDIUM', 'SOFT']"
2020,11,Williams,LAT,"['SOFT', 'MEDIUM', 'MEDIUM']"
2020,11,Williams,RUS,"['SOFT', 'MEDIUM']"
2020,12,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD']"
2020,12,Alfa Romeo Racing,RAI,"['SOFT', 'MEDIUM']"
2020,12,AlphaTauri,GAS,"['SOFT', 'MEDIUM']"
2020,12,AlphaTauri,KVY,"['MEDIUM', 'HARD', 'SOFT']"
2020,12,Ferrari,LEC,"['MEDIUM', 'HARD']"
2020,12,Ferrari,VET,"['MEDIUM', 'HARD']"
2020,12,Haas F1 Team,GRO,"['MEDIUM', 'HARD']"
2020,12,Haas F1 Team,MAG,"['HARD', 'MEDIUM']"
2020,12,McLaren,NOR,"['SOFT', 'HARD', 'MEDIUM']"
2020,12,McLaren,SAI,"['SOFT', 'MEDIUM']"
2020,12,Mercedes,BOT,"['MEDIUM', 'HARD']"
2020,12,Mercedes,HAM,"['MEDIUM', 'HARD']"
2020,12,Racing Point,PER,"['SOFT', 'MEDIUM', 'SOFT']"
2020,12,Racing Point,STR,"['MEDIUM', 'HARD', 'SOFT']"
2020,12,Red Bull Racing,ALB,"['SOFT', 'MEDIUM', 'SOFT']"
2020,12,Red Bull Racing,VER,"['SOFT', 'MEDIUM']"
2020,12,Renault,OCO,"['MEDIUM', 'SOFT']"
2020,12,Renault,RIC,"['SOFT', 'MEDIUM']"
2020,12,Williams,LAT,"['MEDIUM', 'HARD']"
2020,12,Williams,RUS,"['MEDIUM', 'HARD']"
2020,13,Alfa Romeo Racing,GIO,"['SOFT', 'MEDIUM']"
2020,13,Alfa Romeo Racing,RAI,"['MEDIUM', 'SOFT']"
2020,13,AlphaTauri,GAS,['SOFT']
2020,13,AlphaTauri,KVY,"['SOFT', 'HARD', 'SOFT']"
2020,13,Ferrari,LEC,"['SOFT', 'HARD']"
2020,13,Ferrari,VET,"['MEDIUM', 'HARD', 'SOFT']"
2020,13,Haas F1 Team,GRO,"['MEDIUM', 'HARD', 'SOFT']"
2020,13,Haas F1 Team,MAG,"['MEDIUM', 'HARD']"
2020,13,McLaren,NOR,"['SOFT', 'MEDIUM', 'SOFT']"
2020,13,McLaren,SAI,"['SOFT', 'MEDIUM', 'SOFT']"
2020,13,Mercedes,BOT,"['MEDIUM', 'HARD', 'SOFT']"
2020,13,Mercedes,HAM,"['MEDIUM', 'HARD', 'SOFT']"
2020,13,Racing Point,PER,"['MEDIUM', 'HARD', 'SOFT']"
2020,13,Racing Point,STR,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']"
2020,13,Red Bull Racing,ALB,"['SOFT', 'HARD', 'SOFT']"
2020,13,Red Bull Racing,VER,"['MEDIUM', 'HARD']"
2020,13,Renault,OCO,"['MEDIUM', 'HARD']"
2020,13,Renault,RIC,"['SOFT', 'HARD']"
2020,13,Williams,LAT,"['MEDIUM', 'HARD']"
2020,13,Williams,RUS,"['MEDIUM', 'HARD']"
2020,14,Alfa Romeo Racing,GIO,"['WET', 'INTERMEDIATE']"
2020,14,Alfa Romeo Racing,RAI,"['WET', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,AlphaTauri,GAS,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,AlphaTauri,KVY,"['WET', 'INTERMEDIATE']"
2020,14,Ferrari,LEC,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,Ferrari,VET,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,Haas F1 Team,GRO,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,Haas F1 Team,MAG,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,McLaren,NOR,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,McLaren,SAI,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,Mercedes,BOT,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
2020,14,Mercedes,HAM,"['WET', 'INTERMEDIATE']"
2020,14,Racing Point,PER,"['WET', 'INTERMEDIATE']"
2020,14,Racing Point,STR,"['WET', 'INTERMEDIATE', 'INTERMEDIATE']"
