Team,Driver,Stint,Compound,TyreLife,round,year,Compound_num
McLaren,NOR,3.0,HARD,23.0,1,2021,8 HARD
McLaren,RIC,1.0,SOFT,16.0,1,2021,6 SOFT
McLaren,RIC,2.0,MEDIUM,19.0,1,2021,7 MEDIUM
McLaren,RIC,3.0,HARD,24.0,1,2021,8 HARD
Mercedes,BOT,1.0,MEDIUM,19.0,1,2021,7 MEDIUM
Mercedes,BOT,2.0,HARD,14.0,1,2021,8 HARD
Mercedes,BOT,3.0,HARD,24.0,1,2021,8 HARD
Mercedes,BOT,4.0,MEDIUM,5.0,1,2021,7 MEDIUM
Mercedes,HAM,1.0,MEDIUM,16.0,1,2021,7 MEDIUM
Mercedes,HAM,2.0,HARD,15.0,1,2021,8 HARD
Mercedes,HAM,3.0,HARD,28.0,1,2021,8 HARD
Red Bull Racing,PER,3.0,MEDIUM,5.0,1,2021,7 MEDIUM
Red Bull Racing,PER,4.0,MEDIUM,25.0,1,2021,7 MEDIUM
Red Bull Racing,PER,5.0,HARD,19.0,1,2021,8 HARD
Red Bull Racing,PER,6.0,MEDIUM,23.0,1,2021,7 MEDIUM
Red Bull Racing,VER,1.0,MEDIUM,20.0,1,2021,7 MEDIUM
Red Bull Racing,VER,2.0,MEDIUM,22.0,1,2021,7 MEDIUM
Red Bull Racing,VER,3.0,HARD,17.0,1,2021,8 HARD
Williams,LAT,1.0,SOFT,14.0,1,2021,6 SOFT
Williams,LAT,2.0,MEDIUM,18.0,1,2021,7 MEDIUM
Williams,LAT,3.0,MEDIUM,19.0,1,2021,7 MEDIUM
Williams,RUS,1.0,SOFT,13.0,1,2021,6 SOFT
Williams,RUS,2.0,MEDIUM,23.0,1,2021,7 MEDIUM
Williams,RUS,3.0,MEDIUM,19.0,1,2021,7 MEDIUM
Alfa Romeo Racing,GIO,1.0,INTERMEDIATE,27.0,2,2021,2 INTERMEDIATE
Alfa Romeo Racing,GIO,2.0,MEDIUM,5.0,2,2021,7 MEDIUM
Alfa Romeo Racing,GIO,3.0,MEDIUM,5.0,2,2021,7 MEDIUM
Alfa Romeo Racing,GIO,4.0,MEDIUM,15.0,2,2021,7 MEDIUM
Alfa Romeo Racing,GIO,4.0,UNKNOWN,2.0,2,2021,0 UNKNOWN
Alfa Romeo Racing,GIO,5.0,MEDIUM,35.0,2,2021,7 MEDIUM
Alfa Romeo Racing,RAI,1.0,INTERMEDIATE,26.0,2,2021,2 INTERMEDIATE
Alfa Romeo Racing,RAI,2.0,MEDIUM,6.0,2,2021,7 MEDIUM
Alfa Romeo Racing,RAI,3.0,MEDIUM,6.0,2,2021,7 MEDIUM
Alfa Romeo Racing,RAI,4.0,MEDIUM,39.0,2,2021,7 MEDIUM
Alfa Romeo Racing,RAI,4.0,UNKNOWN,2.0,2,2021,0 UNKNOWN
AlphaTauri,GAS,1.0,WET,,2,2021,1 WET
AlphaTauri,GAS,2.0,INTERMEDIATE,12.0,2,2021,2 INTERMEDIATE
AlphaTauri,GAS,3.0,MEDIUM,6.0,2,2021,7 MEDIUM
AlphaTauri,GAS,4.0,MEDIUM,6.0,2,2021,7 MEDIUM
AlphaTauri,GAS,5.0,MEDIUM,36.0,2,2021,7 MEDIUM
AlphaTauri,TSU,1.0,INTERMEDIATE,25.0,2,2021,2 INTERMEDIATE
AlphaTauri,TSU,2.0,MEDIUM,7.0,2,2021,7 MEDIUM
AlphaTauri,TSU,3.0,SOFT,1.0,2,2021,6 SOFT
AlphaTauri,TSU,4.0,SOFT,30.0,2,2021,6 SOFT
Alpine,ALO,1.0,INTERMEDIATE,28.0,2,2021,2 INTERMEDIATE
Alpine,ALO,2.0,MEDIUM,4.0,2,2021,7 MEDIUM
Alpine,ALO,3.0,MEDIUM,4.0,2,2021,7 MEDIUM
Alpine,ALO,4.0,MEDIUM,34.0,2,2021,7 MEDIUM
Alpine,OCO,1.0,WET,1.0,2,2021,1 WET
Alpine,OCO,2.0,INTERMEDIATE,26.0,2,2021,2 INTERMEDIATE
Alpine,OCO,3.0,MEDIUM,4.0,2,2021,7 MEDIUM
Alpine,OCO,4.0,SOFT,3.0,2,2021,6 SOFT
Alpine,OCO,5.0,MEDIUM,5.0,2,2021,7 MEDIUM
Alpine,OCO,6.0,MEDIUM,34.0,2,2021,7 MEDIUM
Aston Martin,STR,1.0,INTERMEDIATE,27.0,2,2021,2 INTERMEDIATE
Aston Martin,STR,2.0,MEDIUM,5.0,2,2021,7 MEDIUM
Aston Martin,STR,3.0,MEDIUM,5.0,2,2021,7 MEDIUM
Aston Martin,STR,4.0,MEDIUM,40.0,2,2021,7 MEDIUM
Aston Martin,STR,4.0,UNKNOWN,4.0,2,2021,0 UNKNOWN
Aston Martin,VET,3.0,INTERMEDIATE,3.0,2,2021,2 INTERMEDIATE
Aston Martin,VET,4.0,INTERMEDIATE,17.0,2,2021,2 INTERMEDIATE
Aston Martin,VET,5.0,MEDIUM,2.0,2,2021,7 MEDIUM
Aston Martin,VET,6.0,MEDIUM,12.0,2,2021,7 MEDIUM
Aston Martin,VET,7.0,SOFT,1.0,2,2021,6 SOFT
Aston Martin,VET,8.0,SOFT,33.0,2,2021,6 SOFT
Aston Martin,VET,8.0,UNKNOWN,4.0,2,2021,0 UNKNOWN
Ferrari,LEC,1.0,INTERMEDIATE,28.0,2,2021,2 INTERMEDIATE
Ferrari,LEC,2.0,MEDIUM,5.0,2,2021,7 MEDIUM
Ferrari,LEC,3.0,MEDIUM,35.0,2,2021,7 MEDIUM
Ferrari,SAI,1.0,INTERMEDIATE,27.0,2,2021,2 INTERMEDIATE
Ferrari,SAI,2.0,MEDIUM,6.0,2,2021,7 MEDIUM
Ferrari,SAI,3.0,MEDIUM,36.0,2,2021,7 MEDIUM
Haas F1 Team,MAZ,1.0,WET,12.0,2,2021,1 WET
Haas F1 Team,MAZ,2.0,INTERMEDIATE,11.0,2,2021,2 INTERMEDIATE
Haas F1 Team,MAZ,3.0,SOFT,11.0,2,2021,6 SOFT
Haas F1 Team,MAZ,4.0,MEDIUM,,2,2021,7 MEDIUM
Haas F1 Team,MAZ,5.0,MEDIUM,32.0,2,2021,7 MEDIUM
Haas F1 Team,MAZ,5.0,UNKNOWN,2.0,2,2021,0 UNKNOWN
Haas F1 Team,MSC,1.0,WET,5.0,2,2021,1 WET
Haas F1 Team,MSC,2.0,INTERMEDIATE,16.0,2,2021,2 INTERMEDIATE
Haas F1 Team,MSC,3.0,SOFT,13.0,2,2021,6 SOFT
Haas F1 Team,MSC,4.0,MEDIUM,1.0,2,2021,7 MEDIUM
Haas F1 Team,MSC,5.0,MEDIUM,32.0,2,2021,7 MEDIUM
Haas F1 Team,MSC,5.0,UNKNOWN,2.0,2,2021,0 UNKNOWN
McLaren,NOR,1.0,INTERMEDIATE,28.0,2,2021,2 INTERMEDIATE
McLaren,NOR,2.0,MEDIUM,5.0,2,2021,7 MEDIUM
McLaren,NOR,3.0,SOFT,32.0,2,2021,6 SOFT
McLaren,RIC,1.0,INTERMEDIATE,27.0,2,2021,2 INTERMEDIATE
McLaren,RIC,2.0,MEDIUM,6.0,2,2021,7 MEDIUM
McLaren,RIC,3.0,SOFT,32.0,2,2021,6 SOFT
Mercedes,BOT,1.0,INTERMEDIATE,28.0,2,2021,2 INTERMEDIATE
Mercedes,BOT,2.0,MEDIUM,6.0,2,2021,7 MEDIUM
Mercedes,HAM,1.0,INTERMEDIATE,28.0,2,2021,2 INTERMEDIATE
Mercedes,HAM,2.0,MEDIUM,7.0,2,2021,7 MEDIUM
Mercedes,HAM,3.0,MEDIUM,,2,2021,7 MEDIUM
Mercedes,HAM,4.0,MEDIUM,1.0,2,2021,7 MEDIUM
Mercedes,HAM,5.0,MEDIUM,31.0,2,2021,7 MEDIUM
Red Bull Racing,PER,1.0,INTERMEDIATE,28.0,2,2021,2 INTERMEDIATE
Red Bull Racing,PER,2.0,MEDIUM,5.0,2,2021,7 MEDIUM
Red Bull Racing,PER,3.0,SOFT,32.0,2,2021,6 SOFT
Red Bull Racing,VER,1.0,INTERMEDIATE,27.0,2,2021,2 INTERMEDIATE
Red Bull Racing,VER,2.0,MEDIUM,6.0,2,2021,7 MEDIUM
Red Bull Racing,VER,3.0,MEDIUM,35.0,2,2021,7 MEDIUM
Williams,LAT,1.0,INTERMEDIATE,1.0,2,2021,2 INTERMEDIATE
Williams,RUS,1.0,INTERMEDIATE,26.0,2,2021,2 INTERMEDIATE
Williams,RUS,2.0,MEDIUM,5.0,2,2021,7 MEDIUM
Alfa Romeo Racing,GIO,1.0,MEDIUM,2.0,3,2021,7 MEDIUM
Alfa Romeo Racing,GIO,2.0,MEDIUM,3.0,3,2021,7 MEDIUM
Alfa Romeo Racing,GIO,3.0,MEDIUM,22.0,3,2021,7 MEDIUM
Alfa Romeo Racing,GIO,4.0,HARD,43.0,3,2021,8 HARD
Alfa Romeo Racing,RAI,1.0,SOFT,1.0,3,2021,6 SOFT
AlphaTauri,GAS,1.0,SOFT,6.0,3,2021,6 SOFT
AlphaTauri,GAS,2.0,SOFT,7.0,3,2021,6 SOFT
AlphaTauri,GAS,3.0,SOFT,28.0,3,2021,6 SOFT
AlphaTauri,GAS,4.0,MEDIUM,,3,2021,7 MEDIUM
AlphaTauri,TSU,1.0,MEDIUM,2.0,3,2021,7 MEDIUM
AlphaTauri,TSU,2.0,MEDIUM,3.0,3,2021,7 MEDIUM
AlphaTauri,TSU,3.0,MEDIUM,21.0,3,2021,7 MEDIUM
AlphaTauri,TSU,4.0,HARD,44.0,3,2021,8 HARD
Alpine,ALO,1.0,MEDIUM,2.0,3,2021,7 MEDIUM
Alpine,ALO,2.0,MEDIUM,3.0,3,2021,7 MEDIUM
Alpine,ALO,3.0,MEDIUM,40.0,3,2021,7 MEDIUM
Alpine,ALO,4.0,HARD,26.0,3,2021,8 HARD
Alpine,OCO,1.0,SOFT,5.0,3,2021,6 SOFT
Alpine,OCO,2.0,SOFT,6.0,3,2021,6 SOFT
Alpine,OCO,3.0,SOFT,25.0,3,2021,6 SOFT
Alpine,OCO,4.0,HARD,44.0,3,2021,8 HARD
Aston Martin,STR,1.0,SOFT,2.0,3,2021,6 SOFT
Aston Martin,STR,2.0,SOFT,3.0,3,2021,6 SOFT
Aston Martin,STR,3.0,SOFT,39.0,3,2021,6 SOFT
Aston Martin,STR,4.0,MEDIUM,36.0,3,2021,7 MEDIUM
Aston Martin,VET,1.0,SOFT,5.0,3,2021,6 SOFT
Aston Martin,VET,2.0,SOFT,6.0,3,2021,6 SOFT
Aston Martin,VET,3.0,SOFT,25.0,3,2021,6 SOFT
Aston Martin,VET,4.0,MEDIUM,,3,2021,7 MEDIUM
Ferrari,LEC,1.0,MEDIUM,7.0,3,2021,7 MEDIUM
Ferrari,LEC,2.0,MEDIUM,8.0,3,2021,7 MEDIUM
Ferrari,LEC,3.0,MEDIUM,30.0,3,2021,7 MEDIUM
Ferrari,LEC,4.0,HARD,,3,2021,8 HARD
Ferrari,SAI,1.0,SOFT,7.0,3,2021,6 SOFT
Ferrari,SAI,2.0,SOFT,8.0,3,2021,6 SOFT
Ferrari,SAI,3.0,SOFT,26.0,3,2021,6 SOFT
Ferrari,SAI,4.0,MEDIUM,45.0,3,2021,7 MEDIUM
Haas F1 Team,MAZ,1.0,MEDIUM,2.0,3,2021,7 MEDIUM
Haas F1 Team,MAZ,2.0,MEDIUM,3.0,3,2021,7 MEDIUM
Haas F1 Team,MAZ,3.0,MEDIUM,31.0,3,2021,7 MEDIUM
Haas F1 Team,MAZ,4.0,HARD,12.0,3,2021,8 HARD
Haas F1 Team,MAZ,5.0,SOFT,21.0,3,2021,6 SOFT
Haas F1 Team,MSC,1.0,MEDIUM,2.0,3,2021,7 MEDIUM
Haas F1 Team,MSC,2.0,MEDIUM,3.0,3,2021,7 MEDIUM
Haas F1 Team,MSC,3.0,MEDIUM,32.0,3,2021,7 MEDIUM
Haas F1 Team,MSC,4.0,HARD,32.0,3,2021,8 HARD
McLaren,NOR,1.0,SOFT,6.0,3,2021,6 SOFT
McLaren,NOR,2.0,SOFT,7.0,3,2021,6 SOFT
McLaren,NOR,3.0,SOFT,26.0,3,2021,6 SOFT
McLaren,NOR,4.0,MEDIUM,44.0,3,2021,7 MEDIUM
McLaren,RIC,1.0,MEDIUM,2.0,3,2021,7 MEDIUM
McLaren,RIC,2.0,MEDIUM,3.0,3,2021,7 MEDIUM
McLaren,RIC,3.0,MEDIUM,41.0,3,2021,7 MEDIUM
McLaren,RIC,4.0,HARD,25.0,3,2021,8 HARD
Mercedes,BOT,1.0,MEDIUM,6.0,3,2021,7 MEDIUM
Mercedes,BOT,2.0,MEDIUM,7.0,3,2021,7 MEDIUM
Mercedes,BOT,3.0,MEDIUM,40.0,3,2021,7 MEDIUM
Mercedes,BOT,4.0,HARD,28.0,3,2021,8 HARD
Mercedes,BOT,5.0,SOFT,3.0,3,2021,6 SOFT
Mercedes,HAM,1.0,MEDIUM,6.0,3,2021,7 MEDIUM
Mercedes,HAM,2.0,MEDIUM,7.0,3,2021,7 MEDIUM
Mercedes,HAM,3.0,MEDIUM,41.0,3,2021,7 MEDIUM
Mercedes,HAM,4.0,HARD,30.0,3,2021,8 HARD
Red Bull Racing,PER,1.0,MEDIUM,8.0,3,2021,7 MEDIUM
Red Bull Racing,PER,2.0,MEDIUM,9.0,3,2021,7 MEDIUM
Red Bull Racing,PER,3.0,MEDIUM,57.0,3,2021,7 MEDIUM
Red Bull Racing,PER,4.0,SOFT,19.0,3,2021,6 SOFT
Red Bull Racing,VER,1.0,MEDIUM,7.0,3,2021,7 MEDIUM
Red Bull Racing,VER,2.0,MEDIUM,8.0,3,2021,7 MEDIUM
Red Bull Racing,VER,3.0,MEDIUM,40.0,3,2021,7 MEDIUM
Red Bull Racing,VER,4.0,HARD,29.0,3,2021,8 HARD
Red Bull Racing,VER,5.0,SOFT,5.0,3,2021,6 SOFT
Williams,LAT,1.0,MEDIUM,2.0,3,2021,7 MEDIUM
Williams,LAT,2.0,MEDIUM,3.0,3,2021,7 MEDIUM
Williams,LAT,3.0,MEDIUM,24.0,3,2021,7 MEDIUM
Williams,LAT,4.0,HARD,40.0,3,2021,8 HARD
Williams,RUS,1.0,MEDIUM,2.0,3,2021,7 MEDIUM
Williams,RUS,2.0,MEDIUM,3.0,3,2021,7 MEDIUM
Williams,RUS,3.0,MEDIUM,28.0,3,2021,7 MEDIUM
Williams,RUS,4.0,HARD,37.0,3,2021,8 HARD
Alfa Romeo Racing,GIO,1.0,SOFT,8.0,4,2021,6 SOFT
Alfa Romeo Racing,GIO,2.0,MEDIUM,34.0,4,2021,7 MEDIUM
Alfa Romeo Racing,GIO,3.0,SOFT,29.0,4,2021,6 SOFT
Alfa Romeo Racing,RAI,1.0,MEDIUM,37.0,4,2021,7 MEDIUM
Alfa Romeo Racing,RAI,2.0,SOFT,28.0,4,2021,6 SOFT
AlphaTauri,GAS,1.0,SOFT,18.0,4,2021,6 SOFT
AlphaTauri,GAS,2.0,MEDIUM,29.0,4,2021,7 MEDIUM
AlphaTauri,GAS,3.0,SOFT,18.0,4,2021,6 SOFT
AlphaTauri,TSU,1.0,SOFT,6.0,4,2021,6 SOFT
Alpine,ALO,1.0,SOFT,24.0,4,2021,6 SOFT
Alpine,ALO,2.0,MEDIUM,40.0,4,2021,7 MEDIUM
Alpine,ALO,3.0,SOFT,7.0,4,2021,6 SOFT
Alpine,OCO,1.0,SOFT,26.0,4,2021,6 SOFT
Alpine,OCO,2.0,MEDIUM,42.0,4,2021,7 MEDIUM
Aston Martin,STR,1.0,SOFT,22.0,4,2021,6 SOFT
Aston Martin,STR,2.0,MEDIUM,17.0,4,2021,7 MEDIUM
Aston Martin,STR,3.0,SOFT,29.0,4,2021,6 SOFT
Aston Martin,VET,1.0,SOFT,21.0,4,2021,6 SOFT
Aston Martin,VET,2.0,MEDIUM,17.0,4,2021,7 MEDIUM
Aston Martin,VET,3.0,SOFT,30.0,4,2021,6 SOFT
Ferrari,LEC,1.0,SOFT,31.0,4,2021,6 SOFT
Ferrari,LEC,2.0,MEDIUM,30.0,4,2021,7 MEDIUM
Ferrari,LEC,3.0,SOFT,11.0,4,2021,6 SOFT
Ferrari,SAI,1.0,SOFT,25.0,4,2021,6 SOFT
Ferrari,SAI,2.0,MEDIUM,24.0,4,2021,7 MEDIUM
Ferrari,SAI,3.0,SOFT,23.0,4,2021,6 SOFT
Haas F1 Team,MAZ,1.0,SOFT,22.0,4,2021,6 SOFT
Haas F1 Team,MAZ,2.0,MEDIUM,20.0,4,2021,7 MEDIUM
Haas F1 Team,MAZ,3.0,MEDIUM,22.0,4,2021,7 MEDIUM
Haas F1 Team,MSC,1.0,SOFT,23.0,4,2021,6 SOFT
Haas F1 Team,MSC,2.0,MEDIUM,27.0,4,2021,7 MEDIUM
Haas F1 Team,MSC,3.0,MEDIUM,14.0,4,2021,7 MEDIUM
McLaren,NOR,1.0,SOFT,26.0,4,2021,6 SOFT
McLaren,NOR,2.0,MEDIUM,28.0,4,2021,7 MEDIUM
McLaren,NOR,3.0,SOFT,17.0,4,2021,6 SOFT
McLaren,RIC,1.0,SOFT,28.0,4,2021,6 SOFT
McLaren,RIC,2.0,MEDIUM,21.0,4,2021,7 MEDIUM
McLaren,RIC,3.0,SOFT,21.0,4,2021,6 SOFT
Mercedes,BOT,1.0,SOFT,26.0,4,2021,6 SOFT
Mercedes,BOT,2.0,MEDIUM,30.0,4,2021,7 MEDIUM
Mercedes,BOT,3.0,SOFT,16.0,4,2021,6 SOFT
Mercedes,HAM,1.0,SOFT,32.0,4,2021,6 SOFT
Mercedes,HAM,2.0,MEDIUM,14.0,4,2021,7 MEDIUM
Mercedes,HAM,3.0,MEDIUM,30.0,4,2021,7 MEDIUM
Red Bull Racing,PER,1.0,SOFT,30.0,4,2021,6 SOFT
Red Bull Racing,PER,2.0,MEDIUM,30.0,4,2021,7 MEDIUM
Red Bull Racing,PER,3.0,SOFT,12.0,4,2021,6 SOFT
Red Bull Racing,VER,1.0,SOFT,27.0,4,2021,6 SOFT
Red Bull Racing,VER,2.0,MEDIUM,36.0,4,2021,7 MEDIUM
Red Bull Racing,VER,3.0,SOFT,6.0,4,2021,6 SOFT
Williams,LAT,1.0,SOFT,9.0,4,2021,6 SOFT
Williams,LAT,2.0,MEDIUM,18.0,4,2021,7 MEDIUM
Williams,LAT,3.0,MEDIUM,23.0,4,2021,7 MEDIUM
Williams,LAT,4.0,SOFT,18.0,4,2021,6 SOFT
Williams,RUS,1.0,SOFT,9.0,4,2021,6 SOFT
Williams,RUS,2.0,MEDIUM,19.0,4,2021,7 MEDIUM
Williams,RUS,3.0,MEDIUM,37.0,4,2021,7 MEDIUM
Alfa Romeo Racing,GIO,1.0,SOFT,38.0,5,2021,6 SOFT
Alfa Romeo Racing,GIO,2.0,HARD,44.0,5,2021,8 HARD
Alfa Romeo Racing,RAI,1.0,MEDIUM,43.0,5,2021,7 MEDIUM
Alfa Romeo Racing,RAI,2.0,HARD,34.0,5,2021,8 HARD
AlphaTauri,GAS,1.0,SOFT,36.0,5,2021,6 SOFT
AlphaTauri,GAS,2.0,HARD,48.0,5,2021,8 HARD
AlphaTauri,TSU,1.0,HARD,64.0,5,2021,8 HARD
AlphaTauri,TSU,2.0,SOFT,13.0,5,2021,6 SOFT
Alpine,ALO,1.0,MEDIUM,45.0,5,2021,7 MEDIUM
Alpine,ALO,2.0,SOFT,32.0,5,2021,6 SOFT
Alpine,OCO,1.0,SOFT,37.0,5,2021,6 SOFT
Alpine,OCO,2.0,MEDIUM,40.0,5,2021,7 MEDIUM
Aston Martin,STR,1.0,HARD,58.0,5,2021,8 HARD
Aston Martin,STR,2.0,SOFT,19.0,5,2021,6 SOFT
Aston Martin,VET,1.0,SOFT,36.0,5,2021,6 SOFT
Aston Martin,VET,2.0,HARD,47.0,5,2021,8 HARD
Ferrari,LEC,1.0,SOFT,5.0,5,2021,6 SOFT
Ferrari,SAI,1.0,SOFT,38.0,5,2021,6 SOFT
Ferrari,SAI,2.0,HARD,46.0,5,2021,8 HARD
Haas F1 Team,MAZ,1.0,SOFT,34.0,5,2021,6 SOFT
Haas F1 Team,MAZ,2.0,HARD,41.0,5,2021,8 HARD
Haas F1 Team,MSC,1.0,SOFT,37.0,5,2021,6 SOFT
Haas F1 Team,MSC,2.0,HARD,38.0,5,2021,8 HARD
McLaren,NOR,1.0,SOFT,35.0,5,2021,6 SOFT
McLaren,NOR,2.0,HARD,48.0,5,2021,8 HARD
McLaren,RIC,1.0,MEDIUM,36.0,5,2021,7 MEDIUM
McLaren,RIC,2.0,HARD,41.0,5,2021,8 HARD
Mercedes,BOT,1.0,SOFT,35.0,5,2021,6 SOFT
Mercedes,HAM,1.0,SOFT,33.0,5,2021,6 SOFT
Mercedes,HAM,2.0,HARD,38.0,5,2021,8 HARD
Mercedes,HAM,3.0,SOFT,15.0,5,2021,6 SOFT
Red Bull Racing,PER,1.0,SOFT,40.0,5,2021,6 SOFT
Red Bull Racing,PER,2.0,HARD,43.0,5,2021,8 HARD
Red Bull Racing,VER,1.0,SOFT,38.0,5,2021,6 SOFT
Red Bull Racing,VER,2.0,HARD,45.0,5,2021,8 HARD
Red Bull Racing,VER,2.0,SOFT,6.0,5,2021,6 SOFT
Williams,LAT,1.0,MEDIUM,43.0,5,2021,7 MEDIUM
Williams,LAT,2.0,HARD,34.0,5,2021,8 HARD
Williams,RUS,1.0,MEDIUM,31.0,5,2021,7 MEDIUM
Williams,RUS,2.0,HARD,46.0,5,2021,8 HARD
Alfa Romeo Racing,GIO,1.0,SOFT,2.0,6,2021,6 SOFT
Alfa Romeo Racing,GIO,2.0,HARD,32.0,6,2021,8 HARD
Alfa Romeo Racing,GIO,3.0,HARD,13.0,6,2021,8 HARD
Alfa Romeo Racing,GIO,4.0,HARD,14.0,6,2021,8 HARD
Alfa Romeo Racing,GIO,5.0,SOFT,3.0,6,2021,6 SOFT
Alfa Romeo Racing,RAI,1.0,MEDIUM,13.0,6,2021,7 MEDIUM
Alfa Romeo Racing,RAI,2.0,HARD,34.0,6,2021,8 HARD
Alfa Romeo Racing,RAI,3.0,HARD,35.0,6,2021,8 HARD
Alfa Romeo Racing,RAI,4.0,SOFT,3.0,6,2021,6 SOFT
AlphaTauri,GAS,1.0,SOFT,16.0,6,2021,6 SOFT
AlphaTauri,GAS,2.0,HARD,,6,2021,8 HARD
AlphaTauri,GAS,3.0,HARD,37.0,6,2021,8 HARD
AlphaTauri,GAS,4.0,SOFT,5.0,6,2021,6 SOFT
AlphaTauri,TSU,1.0,SOFT,15.0,6,2021,6 SOFT
AlphaTauri,TSU,2.0,HARD,38.0,6,2021,8 HARD
AlphaTauri,TSU,3.0,HARD,39.0,6,2021,8 HARD
AlphaTauri,TSU,4.0,SOFT,5.0,6,2021,6 SOFT
Alpine,ALO,1.0,SOFT,10.0,6,2021,6 SOFT
Alpine,ALO,2.0,HARD,27.0,6,2021,8 HARD
Alpine,ALO,3.0,SOFT,15.0,6,2021,6 SOFT
Alpine,ALO,4.0,SOFT,16.0,6,2021,6 SOFT
Alpine,ALO,5.0,SOFT,19.0,6,2021,6 SOFT
Alpine,OCO,1.0,SOFT,3.0,6,2021,6 SOFT
Aston Martin,STR,1.0,HARD,30.0,6,2021,8 HARD
Aston Martin,VET,1.0,SOFT,18.0,6,2021,6 SOFT
Aston Martin,VET,2.0,HARD,29.0,6,2021,8 HARD
Aston Martin,VET,3.0,HARD,30.0,6,2021,8 HARD
Aston Martin,VET,4.0,SOFT,5.0,6,2021,6 SOFT
Ferrari,LEC,1.0,SOFT,12.0,6,2021,6 SOFT
Ferrari,LEC,2.0,HARD,64.0,6,2021,8 HARD
Ferrari,LEC,2.0,SOFT,52.0,6,2021,6 SOFT
Ferrari,LEC,3.0,UNKNOWN,1.0,6,2021,0 UNKNOWN
Ferrari,LEC,4.0,SOFT,5.0,6,2021,6 SOFT
Ferrari,SAI,1.0,SOFT,13.0,6,2021,6 SOFT
Ferrari,SAI,2.0,HARD,37.0,6,2021,8 HARD
Ferrari,SAI,3.0,UNKNOWN,1.0,6,2021,0 UNKNOWN
Ferrari,SAI,4.0,SOFT,5.0,6,2021,6 SOFT
Haas F1 Team,MAZ,1.0,SOFT,9.0,6,2021,6 SOFT
Haas F1 Team,MAZ,2.0,HARD,25.0,6,2021,8 HARD
Haas F1 Team,MAZ,3.0,SOFT,12.0,6,2021,6 SOFT
Haas F1 Team,MAZ,4.0,SOFT,7.0,6,2021,6 SOFT
Haas F1 Team,MAZ,5.0,SOFT,8.0,6,2021,6 SOFT
Haas F1 Team,MAZ,6.0,SOFT,9.0,6,2021,6 SOFT
Haas F1 Team,MAZ,7.0,SOFT,12.0,6,2021,6 SOFT
Haas F1 Team,MSC,1.0,SOFT,8.0,6,2021,6 SOFT
Haas F1 Team,MSC,2.0,HARD,26.0,6,2021,8 HARD
Haas F1 Team,MSC,3.0,SOFT,12.0,6,2021,6 SOFT
Haas F1 Team,MSC,4.0,SOFT,5.0,6,2021,6 SOFT
Haas F1 Team,MSC,5.0,SOFT,6.0,6,2021,6 SOFT
Haas F1 Team,MSC,6.0,SOFT,6.0,6,2021,6 SOFT
McLaren,NOR,1.0,SOFT,10.0,6,2021,6 SOFT
McLaren,NOR,2.0,HARD,40.0,6,2021,8 HARD
McLaren,NOR,3.0,HARD,41.0,6,2021,8 HARD
McLaren,NOR,4.0,SOFT,5.0,6,2021,6 SOFT
McLaren,RIC,1.0,SOFT,11.0,6,2021,6 SOFT
McLaren,RIC,2.0,HARD,36.0,6,2021,8 HARD
McLaren,RIC,3.0,HARD,37.0,6,2021,8 HARD
McLaren,RIC,4.0,SOFT,5.0,6,2021,6 SOFT
Mercedes,BOT,1.0,SOFT,15.0,6,2021,6 SOFT
Mercedes,BOT,2.0,HARD,36.0,6,2021,8 HARD
Mercedes,BOT,3.0,SOFT,5.0,6,2021,6 SOFT
Mercedes,BOT,4.0,SOFT,7.0,6,2021,6 SOFT
Mercedes,HAM,1.0,SOFT,15.0,6,2021,6 SOFT
Mercedes,HAM,2.0,HARD,36.0,6,2021,8 HARD
Mercedes,HAM,3.0,HARD,37.0,6,2021,8 HARD
Mercedes,HAM,4.0,SOFT,7.0,6,2021,6 SOFT
Red Bull Racing,PER,1.0,SOFT,16.0,6,2021,6 SOFT
Red Bull Racing,PER,2.0,HARD,34.0,6,2021,8 HARD
Red Bull Racing,PER,3.0,SOFT,3.0,6,2021,6 SOFT
Red Bull Racing,PER,4.0,SOFT,5.0,6,2021,6 SOFT
Red Bull Racing,VER,1.0,SOFT,13.0,6,2021,6 SOFT
Red Bull Racing,VER,2.0,HARD,34.0,6,2021,8 HARD
Williams,LAT,1.0,MEDIUM,9.0,6,2021,7 MEDIUM
Williams,LAT,2.0,HARD,39.0,6,2021,8 HARD
Williams,LAT,3.0,SOFT,3.0,6,2021,6 SOFT
Williams,RUS,1.0,MEDIUM,1.0,6,2021,7 MEDIUM
Williams,RUS,2.0,HARD,,6,2021,8 HARD
Williams,RUS,3.0,HARD,13.0,6,2021,8 HARD
Williams,RUS,4.0,SOFT,1.0,6,2021,6 SOFT
Alfa Romeo Racing,GIO,1.0,HARD,28.0,7,2021,8 HARD
Alfa Romeo Racing,GIO,2.0,MEDIUM,24.0,7,2021,7 MEDIUM
Alfa Romeo Racing,RAI,1.0,HARD,33.0,7,2021,8 HARD
Alfa Romeo Racing,RAI,2.0,MEDIUM,19.0,7,2021,7 MEDIUM
AlphaTauri,GAS,1.0,MEDIUM,22.0,7,2021,7 MEDIUM
AlphaTauri,GAS,2.0,HARD,36.0,7,2021,8 HARD
AlphaTauri,TSU,2.0,MEDIUM,15.0,7,2021,7 MEDIUM
AlphaTauri,TSU,3.0,HARD,37.0,7,2021,8 HARD
